X1,srch_id,date_time,site_id,visitor_location_country_id,prop_country_id,prop_id,prop_starrating,prop_brand_bool,prop_location_score1,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,random_bool,click_bool,booking_bool,address,categories,city,country,lat,lon,name,postalCode,province,reviews.text,path,path_fasilitas,path_kamar,path_km
3777555,253718,13/03/2013,33,164,39,123094,4,0,3.93,5.14,12,140.79,1,18652,3,46,2,0,1,0,1,0,0,3900 N Gateway Dr,Hotels,Appleton,US,44.30017,-88.37131,Americinn Lodge & Suites Appleton,54913,WI,"The hotel was great for a weekend getaway. Nice, clean rooms. Very good breakfast (as far as hotel breakfasts go!), fun pool and waterslide. A bit disappointing that the waterslide only had limited hours (mainly in the evening for 2 or 3 hours), as it limited how much the kids could use the slide. They had a great time though... More",fachada.png,ATM_1152.png,hotel-1330834_1280-770x424.png,2020_06_18-_-Desain-kamar-mandi-hotel-hotel-terbaik-di-dunia.png
3777556,253718,13/03/2013,33,164,39,125475,0,0,4.39,0,16,136.38,0,18652,3,46,2,0,1,0,1,0,0,5995 Cattleridge Blvd,Hotels,Sarasota,US,27.300319,-82.450461,Hampton Inn Sarasota - I-75 Bee Ridge,34232,FL,There agsin different room it still plumbing problems thid one ghd toliet would not flush when j checked coming into the room,01.png,bar-hotel-terbaik-versi-alia-akkam-2.png,Hotel-Instagramable-di-Jakarta-9-Traveloka.png,36.png
3962526,265967,7/3/2013,33,164,39,8999,4,0,3.83,5.2,13,160.09,1,647,2,2,2,1,1,1,1,0,0,11431 Allen Rd,"Corporate Lodging,Hotels,Executive Suites,Motels",Jeffersonville,US,39.61573,-83.611885,Amerihost Inn,43128,OH,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,1246280_16061017110043391702.png,belviu-hotel-bandung-promo-buy-one-get_200304150028-699.png,interior-kamar-hotel-bintang-5-28.png,5db25f8d51968.png
3962527,265967,7/4/2013,33,164,39,10159,2,0,4.04,4.23,7,95.21,0,647,2,2,2,1,1,1,1,0,0,11334 Oldenburg Ln,"Travel & Transport,Hotels,Hotels & Motels",Galena,US,42.437138,-90.448875,Country Inn and Suites By Carlson Galena,61036,IL,"Excellent personnel, great amenities and a great breakfast buffet. The pool area was clean and great if traveling with children. The staff was very accommodating. The room for the breakfast buffet was a little tight but it was worth the wait. China plates and cups, no paper and a nice variety from eggs, sausage, oatmeal, fresh fruit and a variety... More",1604614790315.png,fasilitas-hotel-6.png,interior-modern-comfortable-hotel-room-scaled.png,aad95d3666d3d52c381be4c11cf367da.png
3962529,265967,7/5/2013,33,164,39,25268,5,1,4.19,6.21,28,464.85,0,647,2,2,2,1,1,1,1,0,0,1902 West St S,"Motels,Hotels,Lodging",Grinnell,US,41.757133,-92.72739,Days Inn Suites,50112,IA,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,5fed9d32d8420.png,green-bar-at-hotel-cafe.png,Kamar-Hotel-Bintang-3...png,image_1507810068_59df5b14811f9.png
3962531,265967,7/6/2013,33,164,39,30562,4,0,4.22,5.3,21,160.29,1,647,2,2,2,1,1,1,1,0,0,1886 Electric Rd,Hotels,Salem,US,37.265157,-80.03187,Hampton Inn Roanoke/salem,24153,Fort Lewis,"It was great, but the address that you gave me was about ten miles off. The address that you gave me was for a Hampton on Electric Road. They were good enough to call this new Hampton and see if that was where I should be. The Hampton at Electric Road then gave me the correct address to the Hampton at Exit 137.",96959_v6.png,hotel-yasmin-puncak-e1503038242833.png,Kamar-Hotel-Terbaik-2019-Ada-dari-Indonesia.png,Kamar Mandi Mewah.png
3962533,265967,7/7/2013,33,164,39,65569,4,0,3.4,5.8,3,272.5,0,647,2,2,2,1,1,1,1,0,0,Rr 16,"Motels,Hotels",North Conway,US,44.04869,-71.12477,School House Motel,3860,N Conway,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,cd0d60d6_y.png,ini-hotel-dengan-fasilitas-spa-terbesar-di-dunia-mEB-thumb.png,Trans-Luxury-Hotel-Bandung.png,Kamar-Mandi-Ala-Hotel-ini-735x400.png
3962535,265967,7/8/2013,33,164,39,68744,5,1,4.2,5.95,24,318.83,1,647,2,2,2,1,1,1,1,0,0,59 Kingstown Rd,"Bed & Breakfasts,Hotels & Motels,Hotel,Bed and Breakfast",Narragansett,US,41.431695,-71.461518,1900 House,2882,Galilee,"The 1900 House is a gorgeous Victorian home meticulously kept inside and out. No effort has been spared, no detail overlooked to assure the comfort and enjoyment of its guests. The beautifully served gourmet breakfasts are memorable, and charming hosts Sandy and Bill make you feel that the house is completely at your disposal. We had a lovely time. Kate... More",even-hotels-eugene-5405616297-4x3.png,Pengalaman-Menginap-di-Hard-Rock-Hotel-Singapura-yang-Bernuansa-Rock-n-Roll-1.png,855328880.png,Kamar-mandi-hotel.png
3962538,265967,7/9/2013,33,164,39,71054,4,1,4.17,5.41,18,208.38,0,647,2,2,2,1,1,1,1,0,0,Carr Federal 307 Chet Pto Juarez,Hotels,Mont Belvieu,US,20.87549,-86.86814,Excellence Riviera Cancun - Adults Only - All Inclusive,77580,TX,"Second time to this resort and absolutely love it. Staff are extremely helpful and attending. grounds are beautiful and close to the beach. Pools are large and kept clean. Rooms have been renovated to include glass shower doors, upgraded bedding and patio and lounge furniture. always enjoy the restaurants, upgraded night shows and grounds. Would definitely recommend.",fachada.png,Y904407088.png,Aplikasi Pemesanan Kamar Hotel Antisipasi Kenaikan Permintaan Libur Lebaran.png,photo-kamar-mandi-utama-master-room-bathroom-desain-arsitek-oleh-wirianto-witarsa.png
3962539,265967,7/10/2013,33,164,39,73184,4,1,3.43,5.41,8,132.24,0,647,2,2,2,1,1,1,1,0,0,1325 Wilson Blvd,Hotels,Arlington,US,38.89493,-77.07247,Hyatt Centric Arlington,22209,VA,Well yes! The staff. These ladies and gents make the hotel.,HardRockHotelSG-Exterior.png,10010930-2048x1536-FIT_AND_TRIM-ddc3a13e425072054a8ffb26bbdb3cc3.png,Cara-Membedakan-Hotel-Bintang-Satu-Hingga-Lima.png,photo_34153577.png
3962540,265967,7/11/2013,33,164,39,79033,4,1,4.54,5.55,26,166.71,0,647,2,2,2,1,1,1,1,0,0,1740 E Wooster St,"Hotel,Hotels,Lodging,Motels,Corporate Lodging",Bowling Green,US,41.374508,-83.61899,Days Inn Bowling Green,43402,OH,Not the worst place I've stayed but right up there. The room smelled.. the carpet was slimy/sticky and there were stains on the comforter.,kviknes-hotel.png,20001298-476e1b64c017ec1946ef669c4fe28e39.png,Conrad-Seoul.png,12-image_1507806674_59df4dd24e1e7.png
3962542,265967,7/12/2013,33,164,39,83438,4,0,3.56,5.53,1,141.06,1,647,2,2,2,1,1,1,1,0,0,Riva Degli Schiavoni 4149,Hotels,Lithia Springs,US,45.43393,12.34551,Hotel Metropole,30122,GA,"We enjoyed staying at the hotel although felt that prices for all additional services (ie breakfast, arranging transport services, drinks at the bar) were very expensive compared to other luxury hotel we stayed at. When we asked the concierge for help/advice about sightseeing he seemed to be most interested in offering us the most expensive options.",01.png,772cc72f9d0169bf8e9f619dd47097bb.png,download.png,2020_06_18-_-Desain-kamar-mandi-hotel-hotel-terbaik-di-dunia.png
3962543,265967,7/13/2013,33,164,39,102719,2,0,3.87,4.75,16,101.46,0,647,2,2,2,1,1,1,1,0,0,2540 S Mccall Rd,"Hotels & Motels,Budget Hotels,Resorts",Englewood,US,26.935162,-82.318704,Inn & Suites,34224,FL,we'll be back to inn suites great service. great hotel. Thanks,1246280_16061017110043391702.png,akusara-jungle-resort-and-spa.png,hotel-1330834_1280-770x424.png,36.png
3962547,265967,7/14/2013,33,164,39,137189,4,1,4.44,5.61,15,224.41,0,647,2,2,2,1,1,1,1,0,0,265 N Millward,Hotels,Jackson,US,43.48286,-110.76506,Anglers Inn,83001,Jackson Hole,All fine. Room clean comfortable and convenient. Slept well and enjoyed facilities in the room.,1604614790315.png,ATM_1152.png,Hotel-Instagramable-di-Jakarta-9-Traveloka.png,5db25f8d51968.png
4058384,272274,7/15/2013,33,164,220,10244,4,0,4.41,0,18,255.46,0,4512,2,41,2,0,1,1,1,0,0,1880 W 12th St,Hotels,Crete,US,40.62246,-96.98471,Super 8 Crete Ne,68333,Kramer,,5fed9d32d8420.png,bar-hotel-terbaik-versi-alia-akkam-2.png,interior-kamar-hotel-bintang-5-28.png,aad95d3666d3d52c381be4c11cf367da.png
4058385,272274,7/16/2013,33,164,220,32149,4,0,4.6,0,15,160.49,0,4512,2,41,2,0,1,1,1,0,0,Domaine Vitricella,Hotels,Manassas,US,41.69702,8.89878,H��tel Marinca and Spa,20113,VA,Un sjour sjour qui nous permis de nous reposer dans un belle etablissement,96959_v6.png,belviu-hotel-bandung-promo-buy-one-get_200304150028-699.png,interior-modern-comfortable-hotel-room-scaled.png,image_1507810068_59df5b14811f9.png
4058386,272274,7/17/2013,33,164,220,40324,5,0,4.56,0,8,104.7,1,4512,2,41,2,0,1,1,1,0,0,136 Emeryville Dr,Hotels,Cranberry Twp,US,40.67519,-80.10058,Hyatt Place Pittsburgh Cranberry,16066,PA,Comfort and good,cd0d60d6_y.png,fasilitas-hotel-6.png,Kamar-Hotel-Bintang-3...png,Kamar Mandi Mewah.png
4058387,272274,7/18/2013,33,164,220,44653,4,1,4.62,0,24,153.85,0,4512,2,41,2,0,1,1,1,0,0,999 N Second St,"Hotels,Hotel",Saint Louis,US,38.633021,-90.184037,Four Seasons Hotel St. Louis,63102,MO,"Condition, service, and amenities continue to be outstanding!",even-hotels-eugene-5405616297-4x3.png,green-bar-at-hotel-cafe.png,Kamar-Hotel-Terbaik-2019-Ada-dari-Indonesia.png,Kamar-Mandi-Ala-Hotel-ini-735x400.png
4058388,272274,7/19/2013,33,164,220,51919,4,1,4.41,0,10,176.64,0,4512,2,41,2,0,1,1,1,0,0,Km 95 Carretera Cancun Tulum,Hotels,Beaumont,US,20.45379,-87.27365,El Dorado Seaside Suites By Karisma - All Inclusive,77710,TX,Great friendly staff. All inclusive with an extensive wine upgrade list if you want that and a few food upgrades like live lobster and meat cuts if you want. Relaxing and quiet with a great spa. 24 hr. room service that can even get you quite a few items that are not on the in room menu if you ask.,fachada.png,hotel-yasmin-puncak-e1503038242833.png,Trans-Luxury-Hotel-Bandung.png,Kamar-mandi-hotel.png
4058389,272274,7/20/2013,33,164,220,52063,5,0,3.09,0,1,378.92,1,4512,2,41,2,0,1,1,1,0,0,625 Commercial Loop,"Hotel and Meeting Room,Convention and Meeting Facilities and Services,Hotels",San Marcos,US,29.824612,-97.9903,Courtyard San Marcos,78666,TX,That staff was great... I thought the AC could have been little better. The location is closed to great shopping opportunity and a few good BBQ restaurants...,01.png,ini-hotel-dengan-fasilitas-spa-terbesar-di-dunia-mEB-thumb.png,855328880.png,photo-kamar-mandi-utama-master-room-bathroom-desain-arsitek-oleh-wirianto-witarsa.png
4058390,272274,7/21/2013,33,164,220,59374,4,1,4.55,0,21,156.7,0,4512,2,41,2,0,1,1,1,0,0,2720 1st Ave,"Hotels,Lodging,Corporate Lodging",Spearfish,US,44.48047,-103.81403,Fairfield Inn Suites Spearfish,57783,SD,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,1246280_16061017110043391702.png,Pengalaman-Menginap-di-Hard-Rock-Hotel-Singapura-yang-Bernuansa-Rock-n-Roll-1.png,Aplikasi Pemesanan Kamar Hotel Antisipasi Kenaikan Permintaan Libur Lebaran.png,photo_34153577.png
4058391,272274,7/22/2013,33,164,220,63687,4,0,2.2,0,13,137.7,0,4512,2,41,2,0,1,1,1,0,0,5500 28th St S E,Hotels,Grand Rapids,US,42.91294,-85.5323,Best Western Hospitality Hotel and Suites,49512,MI,One night stay. The room was very clean. Staff friendly. Pool and hot tub very nice. Only had two issues. TV picture was horrible. Not HD. Not a big deal for one night. Asked for extra 30 minutes to check out and was told they don't do late check out. First time I've ever been denied. Overall though a nice place,1604614790315.png,Y904407088.png,Cara-Membedakan-Hotel-Bintang-Satu-Hingga-Lima.png,12-image_1507806674_59df4dd24e1e7.png
4058392,272274,7/23/2013,33,164,220,63768,3,0,4.56,0,25,28.49,0,4512,2,41,2,0,1,1,1,0,0,Via Della Scala 40,Hotels,Humeston,US,43.775491,11.245648,Hotel Adler Cavalieri,50123,IA,"Very nice hotel close to sights and shopping. Great bar with friendly waiter. Also close to train station, very convenient but not noisy. Room was big and comfortable.",5fed9d32d8420.png,10010930-2048x1536-FIT_AND_TRIM-ddc3a13e425072054a8ffb26bbdb3cc3.png,Conrad-Seoul.png,2020_06_18-_-Desain-kamar-mandi-hotel-hotel-terbaik-di-dunia.png
4058393,272274,7/24/2013,33,164,220,64719,4,0,4.2,0,12,308.64,0,4512,2,41,2,0,1,1,1,0,0,23 S Little Church St,"Hotel,Hotels",Petersburg,US,37.229694,-77.3928,Royal Inn Motel,23803,Matoaca,"I've traveled all over this great nation and have stayed at many hotels and motels. However NONE have had the type of hospitality that the The Royal Inn Motel has. The quaint rooms come with cable TV, WIFI, microwave, refrigerator, nice drinking cups, large marble vanity sinks with huge mirrors, carpeting, King size bed, excellent heat/AC and above all pet-friendly.... More",96959_v6.png,20001298-476e1b64c017ec1946ef669c4fe28e39.png,download.png,36.png
4058394,272274,7/25/2013,33,164,220,81910,4,0,4.25,0,28,109.21,0,4512,2,41,2,0,1,1,1,0,0,2955 Mannheim Rd,"Travel & Transport,Hotels & Motels",Franklin Park,US,41.930763,-87.884415,Ambiance,60131,IL,This is a good spot to chill,cd0d60d6_y.png,772cc72f9d0169bf8e9f619dd47097bb.png,hotel-1330834_1280-770x424.png,5db25f8d51968.png
4058395,272274,7/26/2013,33,164,220,84349,4,0,2.48,0,4,118.71,0,4512,2,41,2,0,1,1,1,0,0,2224 W C 48,"Hotels & Motels,Travel & Transport",Bushnell,US,28.66875,-82.140756,Rodeway Inn Bushnell,33513,FL,"Budget hotel offers standard amenities and low rates to road-weary travelers. In ShortSince 1946, this Phoenix, Ariz.-based hotel chain has provided guests with comfortable accommodations. Its BestRequests program offers 16 of the most frequently requested services and amenities, including complimentary in-room tea/coffeemakers, hair dryers, iron and ironing boards, free local calls less than 30 minutes and long-distance access. Complimentary toiletries, like toothpaste, razors and sewing kits, are also available upon request. Business travelers will enjoy the computer data ports in each room and photocopying services.",even-hotels-eugene-5405616297-4x3.png,akusara-jungle-resort-and-spa.png,Hotel-Instagramable-di-Jakarta-9-Traveloka.png,aad95d3666d3d52c381be4c11cf367da.png
4058396,272274,7/27/2013,33,164,220,84543,4,0,4.6,0,26,232.67,0,4512,2,41,2,0,1,1,1,0,0,309 N Peters Rd,Hotels,Knoxville,US,35.91483,-84.09107,Microtel Inn By Wyndham Knoxville,37922,Concord Farragut,"Queen double great, no coffee maker, hair dryer not good",fachada.png,ATM_1152.png,interior-kamar-hotel-bintang-5-28.png,image_1507810068_59df5b14811f9.png
4058397,272274,7/28/2013,33,164,220,89755,4,0,3.71,0,19,156.7,0,4512,2,41,2,0,1,1,1,0,0,10918 S Grant Ave,"Hotels,Convention Services & Facilities,Meeting & Event Planning Services,Clare, MI",Clare,US,43.830013,-84.78837,Candlewood,48617,MI,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,HardRockHotelSG-Exterior.png,bar-hotel-terbaik-versi-alia-akkam-2.png,interior-modern-comfortable-hotel-room-scaled.png,Kamar Mandi Mewah.png
4058398,272274,7/29/2013,33,164,220,89789,3,0,4.38,0,7,94.02,0,4512,2,41,2,0,1,1,1,1,1,760 S Kihei Rd,"Condominiums,Condominium & Townhouse Rental & Leasing,Hotel & Motel Management,Vacation Homes Rentals & Sales,Real Estate Management,Hotels,Lodging,Condominium Management,Motels",Kihei,US,20.763436,-156.458353,Menehune Reservations,96753,HI,"We just returned from spending 2 weeks at the Menehune Shores Condo in Kihei, Maui and was so glad we picked this property. We were traveling with 7 people so the three bedroom, 2 bath unit was perfect for us. (We were 7 ranging in ages of 17, 21, 22, 24, and 51). We had condo number 218 which is... More",kviknes-hotel.png,belviu-hotel-bandung-promo-buy-one-get_200304150028-699.png,Kamar-Hotel-Bintang-3...png,Kamar-Mandi-Ala-Hotel-ini-735x400.png
4058399,272274,7/30/2013,33,164,220,100961,4,0,4.54,0,22,179.49,0,4512,2,41,2,0,1,1,1,0,0,2600 Lehigh Ave,"Hotels,Hotel, Conference Room, and Meeting Room",Glenview,US,42.103679,-87.820893,Staybridge Suites Chicago - Glenview,60026,IL,"This is our favorite Staybridge, its out of the way, there aren't a lot of things around it but shoppig and restaurants are only a 1/2 mile away. Trav...",01.png,fasilitas-hotel-6.png,Kamar-Hotel-Terbaik-2019-Ada-dari-Indonesia.png,Kamar-mandi-hotel.png
4058400,272274,7/31/2013,33,164,220,113617,5,1,4.32,0,14,213.68,0,4512,2,41,2,0,1,1,1,0,0,1786 Stanton Park Rd,"Hotels,Lodging,Resorts",Canyonville,US,42.944057,-123.29112,Riverside Lodge,97417,OR,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,1246280_16061017110043391702.png,green-bar-at-hotel-cafe.png,Trans-Luxury-Hotel-Bandung.png,photo-kamar-mandi-utama-master-room-bathroom-desain-arsitek-oleh-wirianto-witarsa.png
4058401,272274,8/1/2013,33,164,220,113931,5,1,4.48,0,27,225.21,0,4512,2,41,2,0,1,1,1,0,0,Soguksu Milli Parki,"Hotel,Hotels",Southport,US,40.45411,32.622334,Patalya Thermal Resort,6890,CT,"For those who want to escape the city hustle or need a getaway this resort is ideal. The room was clean, tidy but very basic. Had all needs but no kettle and tea/coffee which is odd. Room service outstanding infact employers all professional and friendly. The thermal aspect named the cure centre is good. You can really wind down with... More",1604614790315.png,hotel-yasmin-puncak-e1503038242833.png,855328880.png,photo_34153577.png
4058402,272274,8/2/2013,33,164,220,114478,3,0,4.51,0,20,98.77,0,4512,2,41,2,0,1,1,1,0,0,Quartier Les Bruyeres Les Menuires,Hotels,Lebanon,US,45.313678,6.540197,H��tel Les Bruy��res,73440,OK,"Friendly service, comfortable hotel with ski in and ski out.",5fed9d32d8420.png,ini-hotel-dengan-fasilitas-spa-terbesar-di-dunia-mEB-thumb.png,Aplikasi Pemesanan Kamar Hotel Antisipasi Kenaikan Permintaan Libur Lebaran.png,12-image_1507806674_59df4dd24e1e7.png
4058403,272274,8/3/2013,33,164,220,119446,2,0,3.22,0,6,28.49,0,4512,2,41,2,0,1,1,1,0,0,4965 Montevallo Rd,Hotels,Birmingham,US,33.529422,-86.715389,Comfort Inn Birmingham - Irondale,35210,Jefferson Park,The pictures of the hotel looked nice but that was deceiving. This place was junky everything was beat up and nasty. All the doors to the rooms had dents and ours had a huge bent back gap at the bottom. Our nonsmoking room stunk of smoke and stale mildew. Not the worst place I'd ever stay but reminded me more of some cheap flea bag motel than a comfort inn. If it hadn't been so late and already unpacked the car and kids we would have left. The staff was friendly though.,96959_v6.png,Pengalaman-Menginap-di-Hard-Rock-Hotel-Singapura-yang-Bernuansa-Rock-n-Roll-1.png,Cara-Membedakan-Hotel-Bintang-Satu-Hingga-Lima.png,2020_06_18-_-Desain-kamar-mandi-hotel-hotel-terbaik-di-dunia.png
4058404,272274,8/4/2013,33,164,220,125665,4,0,4.29,0,9,237.42,0,4512,2,41,2,0,1,1,1,0,0,2091 Eatonton Rd,Hotels,Madison,US,33.55675,-83.47497,Super 8 Madison,30650,GA,Really nice especially given the price...the rooms are recently updated. Very comfortable and clean.,cd0d60d6_y.png,Y904407088.png,Conrad-Seoul.png,36.png
4058405,272274,8/5/2013,33,164,220,130330,3,0,3,0,3,62.68,0,4512,2,41,2,0,1,1,1,0,0,3400 S Range Line Rd,"Corporate Lodging,Hotels,Lodging,Hotel,Motel,Motels",Joplin,US,37.05198,-94.47845,Comfort Inn & Suites,64804,MO,Don't take the elevator. I got stuck in it for 45 minutes.,even-hotels-eugene-5405616297-4x3.png,10010930-2048x1536-FIT_AND_TRIM-ddc3a13e425072054a8ffb26bbdb3cc3.png,download.png,5db25f8d51968.png
4058406,272274,8/6/2013,33,164,220,130885,5,1,3,0,2,205.44,1,4512,2,41,2,0,1,1,1,0,0,2600 Crystal Dr,Hotels,Arlington,US,38.849447,-77.050946,Concord Apartments By Boq Lodging,22202,VA,attached to the concord and a pvt entrance for residents  is awesome. very busy in the mornings! they just revamped their hours to be open pretty much every day to at least noon now!,fachada.png,20001298-476e1b64c017ec1946ef669c4fe28e39.png,hotel-1330834_1280-770x424.png,aad95d3666d3d52c381be4c11cf367da.png
4058407,272274,8/7/2013,33,164,220,131572,4,1,4.6,0,16,176.64,0,4512,2,41,2,0,1,1,1,0,0,603 Constitution Dr,"Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",West Monroe,US,32.510229,-92.169395,Holiday Inn Express & Suites West Monroe,71292,Brownsville,"The elevator was extremely slow and stuffy. The room was nothing other than ordinary but the sofa was dirty where people have been touching the armrest with the oils from there hands arms. The selection for televesion channels is absurdly small. No HGTV , TMC, and no AE . Not much to choose from. View from window is car dealership and construction.",01.png,772cc72f9d0169bf8e9f619dd47097bb.png,Hotel-Instagramable-di-Jakarta-9-Traveloka.png,image_1507810068_59df5b14811f9.png
4121207,276484,23/04/2013,33,164,164,68460,4,0,4.08,4.68,2,105.74,1,25821,3,3,2,0,1,1,1,0,0,442 E Bennett Ave,"Hotels,Hotel",Cripple Creek,US,38.746787,-105.173574,Double Eagle Hotel and Casino,80813,CO,Minus --- The hotel is old and rooms are tiny! Really small casino with only one BlackJack table open all other table games were closed. About 9:00 PM we were told they would be closing the table shortly. Plus -- Pet friendly and the breakfast at the restaurant was good. Also disappointed in the town of Cripple Creek itself. Only... More,1246280_16061017110043391702.png,akusara-jungle-resort-and-spa.png,interior-kamar-hotel-bintang-5-28.png,Kamar Mandi Mewah.png
4753977,318976,26/12/2012,33,164,205,149,5,1,4.39,6.14,13,438.57,0,17796,1,14,4,0,2,0,0,0,0,68 State Rd,"Motels,Hotels,Lodging,Travel & Transport",South Deerfield,US,42.424397,-72.62162,Rainbow Motel,1373,Whately,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,1604614790315.png,ATM_1152.png,interior-modern-comfortable-hotel-room-scaled.png,Kamar-Mandi-Ala-Hotel-ini-735x400.png
4753978,318976,26/12/2012,33,164,205,640,4,1,4.39,5.47,3,219.29,0,17796,1,14,4,0,2,0,0,0,0,672 English Rd,"Family-Friendly Hotels,Hotels & Motels,Budget Hotels,Business Hotels,Tourist Hotels",Rocky Mount,US,35.979098,-77.847276,"Country Inn & Suites By Carlson, Rocky Mount, Nc",27804,NC,The staff are very friendly and accommodating. The dog walk area was cleaned up this trip. The bathroom floor wasn't as clean as it should have been. Breakfast would have been much better if their wasn't aluminum foil in the scrambled eggs. The 20. charge for the pet is acceptable but made the stay more expensive here than all of... More,5fed9d32d8420.png,bar-hotel-terbaik-versi-alia-akkam-2.png,Kamar-Hotel-Bintang-3...png,Kamar-mandi-hotel.png
4753979,318976,26/12/2012,33,164,205,10438,5,0,4.5,5.8,2,278.62,1,17796,1,14,4,0,2,0,0,0,0,850 Bayview Ave,"Hotels,Casinos",Biloxi,US,30.411692,-88.890249,Ip Casino Resort Spa,39530,MS,Bed was hard and shower curtain had dirt on inside that look like mold. My stay was nice overall though.,96959_v6.png,belviu-hotel-bandung-promo-buy-one-get_200304150028-699.png,Kamar-Hotel-Terbaik-2019-Ada-dari-Indonesia.png,photo-kamar-mandi-utama-master-room-bathroom-desain-arsitek-oleh-wirianto-witarsa.png
4753980,318976,26/12/2012,33,164,205,25464,5,1,4.47,5.76,26,386.97,0,17796,1,14,4,0,2,0,0,0,0,408 W Commerce Dr,"Hotels & Motels,Travel,Lodging,Apartment Hotels,Beach Hotels,Budget Hotels,Business Hotels,Extended Stay,Family-Friendly Hotels,Tourist Hotels,Weekend Getaway Hotels",Bryant,US,34.621443,-92.501182,La Quinta Inn & Suites Bryant,72022,AR,New remodel in very good taste. Friendly helpful staff. Manager's reception with a limited bar a nice touch. Breakfast selection better than other LaQuinta's we've enjoyed. You can't beat their prices.,cd0d60d6_y.png,fasilitas-hotel-6.png,Trans-Luxury-Hotel-Bandung.png,photo_34153577.png
4753981,318976,26/12/2012,33,164,205,35328,4,1,4.44,5.73,22,354.73,0,17796,1,14,4,0,2,0,0,0,0,2060 S Harbor Blvd,Hotels,Anaheim,US,33.796738,-117.915091,Travelodge Anaheim Convention Center,92802,CA,a nightmare for the most part,even-hotels-eugene-5405616297-4x3.png,green-bar-at-hotel-cafe.png,855328880.png,12-image_1507806674_59df4dd24e1e7.png
4753982,318976,26/12/2012,33,164,205,38973,2,0,4.42,4.46,28,46.91,0,17796,1,14,4,0,2,0,0,0,0,6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,"Excellent hotel. Rooms very clean and beds comfortable. Staff accommodating. Breakfast above average - waffles, eggs, some kind of meat almost every day, juices, cereal along with pastries, breads, etc. Location next to airport very convenient. Did hear a lot of air traffic starting about 7 a.m. each morning, which was not a concern to us but might bother some.... More",fachada.png,hotel-yasmin-puncak-e1503038242833.png,Aplikasi Pemesanan Kamar Hotel Antisipasi Kenaikan Permintaan Libur Lebaran.png,2020_06_18-_-Desain-kamar-mandi-hotel-hotel-terbaik-di-dunia.png
4753983,318976,26/12/2012,33,164,205,54517,5,1,4.38,6.21,15,386.07,0,17796,1,14,4,0,2,0,0,0,0,1033 S Garfield Ave,"Motels,Hotels,Lodging",Kiowa,US,34.71855,-95.90046,Beacon Motel,74553,OK,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,HardRockHotelSG-Exterior.png,ini-hotel-dengan-fasilitas-spa-terbesar-di-dunia-mEB-thumb.png,Cara-Membedakan-Hotel-Bintang-Satu-Hingga-Lima.png,36.png
4753984,318976,26/12/2012,33,164,205,57986,4,0,4.5,5.49,7,255.4,1,17796,1,14,4,0,2,0,0,0,0,924 S Kerr Blvd,Hotels & Motels,Sallisaw,US,35.451305,-94.805814,Super 8 Sallisaw,74955,OK,"Free coffee refills and budget rates make this motel tops with highway travelers. In ShortThe first Super 8 opened in Aberdeen, S.D., in 1974, charging 8.88 a night. Today, the national franchise, with its familiar red-and-yellow sign, still stands for dependable rooms at wallet-friendly prices. A staple for road-tripping families, truck drivers and tour groups, the motel offers complimentary morning coffee and continental breakfasts. Another perk for travelers: Super 8 travel cups may be refilled for free at any of the motel's locations.",kviknes-hotel.png,Pengalaman-Menginap-di-Hard-Rock-Hotel-Singapura-yang-Bernuansa-Rock-n-Roll-1.png,Conrad-Seoul.png,5db25f8d51968.png
4753985,318976,26/12/2012,33,164,205,63816,5,1,4.48,5.84,21,361.18,0,17796,1,14,4,0,2,0,0,0,0,1720 E Main St,"Hotels,Lodging,Motels",Cushing,US,35.9856,-96.74215,Wilshire Inn Motel,74023,Norfolk,"The staff were very rude. Didn't change blankets. Rooms were very small. The sign said free breakfast but they only offer cereal and milk and when I took my children to the office they didn't have any milk and it was when they just started to allow guests to get quotbreakfastquot and were not going to get any more. My husband wasn't able to see the place before he paid for a week stay because he was at work but it was the most unpleasant week of our stay in Oklahoma out of the two months. I suggest Drumright inn! It's like 10 minutes out of Cushing off the OK highway. We seen there lodging and it was very nice. Because we were a family of 5, they offered us to stay at one of their houses that they rent. VERY NICE and AFFORDABLE! But summary of this review is I wouldn't stay at the Wilshire Inn Motel ever again in my life unless I was so desperate and just needed a closed room and bed.",01.png,Y904407088.png,download.png,aad95d3666d3d52c381be4c11cf367da.png
